Experiment conducted at: 2024-01-12 14:32:47
Body Name,Time,normal,tangent1,tangent2
Thumb_Proximal,8.5242,0.59093,0.162504,0.568147
Thumb_Distal,9.4851,0.69609,0.466299,0.516823
Thumb_Distal,9.8388,28.5066,10.9575,16.2811
Index_Middle,9.8388,9.64462,7.77221,3.74642
Small_Middle,9.8388,20.7703,0.43829,20.7657
Thumb_Distal,10.1778,49.9073,8.46073,25.7522
Index_Middle,10.1778,21.9367,3.17383,21.7058
Small_Middle,10.1778,27.6086,5.12423,1.64505
Thumb_Distal,10.5198,67.5454,3.14378,39.8281
Index_Middle,10.5198,17.805,0.209816,9.34574
Index_Distal,10.5198,9.11151,1.76537,5.73108
Small_Middle,10.5198,33.6047,3.71063,27.498
Small_Distal,10.5198,6.59911,1.03932,6.51675
Thumb_Distal,10.8258,89.7266,13.7431,56.451
Index_Distal,10.8258,34.9756,2.9219,26.0778
Small_Middle,10.8258,41.9372,6.88923,16.2756
Small_Distal,10.8258,11.971,4.07885,11.2547
Thumb_Distal,11.0955,109.38,20.8856,71.5278
Index_Distal,11.0955,36.4496,12.5278,0.553258
Middle_Distal,11.0955,5.07997,2.61014,4.35812
Ring_Distal,11.0955,3.25851,0.795255,3.15998
Small_Middle,11.0955,43.8967,3.69208,41.7605
Small_Distal,11.0955,19.6035,1.52686,19.5439
Thumb_Distal,11.3167,132.281,32.5274,88.5207
Index_Distal,11.3167,26.3374,10.2211,5.05992
Index_Distal,11.3167,14.525,10.1715,1.21274
Middle_Distal,11.3167,8.6165,2.0283,8.37437
Ring_Distal,11.3167,7.33817,0.974975,7.27311
Small_Middle,11.3167,42.8827,4.97844,42.5927
Small_Distal,11.3167,16.7585,1.95536,16.6441
Small_Distal,11.3167,13.885,1.58945,13.7937
Thumb_Distal,11.554,157.34,49.1835,91.1568
Index_Distal,11.554,57.1293,17.0424,21.0042
Middle_Distal,11.554,9.65957,7.45348,6.14434
Ring_Distal,11.554,2.42313,1.56798,1.84744
Ring_Distal,11.554,2.34485,1.51732,1.78775
Ring_Distal,11.554,2.62909,1.70387,2.00224
Small_Middle,11.554,36.0167,9.48362,19.3051
Small_Distal,11.554,44.8644,10.0198,33.7976
Thumb_Distal,11.8017,167.635,68.8767,86.607
Index_Distal,11.8017,31.75,12.7222,8.33463
Index_Distal,11.8017,32.2849,12.7397,8.27622
Middle_Distal,11.8017,11.3152,11.298,0.62246
Ring_Distal,11.8017,4.6008,3.98525,2.29894
Ring_Distal,11.8017,4.77067,4.1345,2.38017
Small_Middle,11.8017,14.3569,7.95229,11.5336
Small_Distal,11.8017,33.0372,7.80048,24.0284
Small_Distal,11.8017,33.4574,7.90257,24.0256
Thumb_Distal,12.067,175.621,82.688,83.3216
Index_Distal,12.067,34.2225,14.348,0.28521
Index_Distal,12.067,33.7635,14.3471,0.19211
Middle_Distal,12.067,13.3508,13.2423,1.69906
Ring_Distal,12.067,11.3569,9.90114,5.5629
Small_Distal,12.067,40.158,15.1158,37.2046
Small_Distal,12.067,41.2585,15.6535,38.1737
Thumb_Distal,12.3436,181.779,88.3249,75.5505
Index_Distal,12.3436,37.2553,15.8736,0.113839
Index_Distal,12.3436,38.8129,15.7359,0.0938113
Middle_Distal,12.3436,15.1305,15.0521,1.53777
Small_Distal,12.3436,90.6586,41.93,80.3794
Thumb_Distal,12.5883,21.8737,10.4795,5.01135
Index_Distal,12.5883,11.344,5.63797,9.84376
Small_Distal,12.5883,10.7012,5.17748,0.337768
Thumb_Distal,12.9385,35.7098,13.5906,22.4138
Index_Middle,12.9385,10.2527,0.346962,5.33924
Small_Middle,12.9385,26.839,13.7388,23.056
Thumb_Distal,13.2222,25.3592,3.117,0.300937
Index_Middle,13.2222,15.2224,7.87541,13.0269
Small_Distal,13.2222,9.78286,5.06283,8.37091
Thumb_Distal,13.5979,21.3789,2.52417,1.5684
Index_Middle,13.5979,13.4789,0.0525528,4.06241
Small_Distal,13.5979,7.52415,2.04446,7.24106
Thumb_Distal,13.9314,20.1118,0.349564,5.59558
Index_Middle,13.9314,15.0757,1.5476,5.09654
Small_Distal,13.9314,4.59566,1.27983,4.11837
Thumb_Distal,14.2677,20.9043,0.79023,5.11503
Index_Middle,14.2677,15.1617,3.53201,4.04629
Small_Distal,14.2677,5.22561,2.74647,4.44567
Thumb_Distal,14.6551,19.4098,3.41976,12.6619
Index_Middle,14.6551,18.757,2.92189,7.93502
Thumb_Distal,15.0391,20.6329,0.771968,4.78971
Index_Middle,15.0391,14.8777,1.97216,1.05621
Small_Distal,15.0391,5.13882,1.24168,1.27327
Thumb_Distal,15.3666,22.0342,1.17249,4.67802
Index_Middle,15.3666,15.6577,2.93189,2.65835
Small_Distal,15.3666,5.76572,1.94166,2.55739
Thumb_Distal,15.769,20.98,0.547352,5.29067
Index_Middle,15.769,15.4307,1.71347,0.632935
Small_Distal,15.769,4.90399,1.23984,1.20774
Thumb_Distal,16.1424,21.513,1.01646,4.49094
Index_Middle,16.1424,15.2866,2.54095,2.00788
Small_Distal,16.1424,5.57678,1.64693,1.87652
Thumb_Distal,16.5309,20.3438,0.804202,4.83459
Index_Middle,16.5309,14.5425,2.80028,0.912007
Small_Distal,16.5309,5.00623,0.99177,0.890297
Thumb_Distal,16.912,20.5423,0.978772,4.64642
Index_Middle,16.912,14.519,3.20007,1.56632
Small_Distal,16.912,5.17123,1.18887,1.38897
Thumb_Distal,17.2675,21.9093,1.79739,3.6641
Index_Middle,17.2675,14.7053,4.27831,3.08691
Small_Distal,17.2675,6.24059,1.5557,1.91052
Thumb_Distal,17.6284,21.5109,0.718651,5.62343
Index_Middle,17.6284,15.8017,3.02784,0.72038
Small_Distal,17.6284,4.79904,1.18095,1.43542
Thumb_Distal,17.9761,20.5174,0.95763,5.12443
Index_Middle,17.9761,14.7731,3.17661,1.25305
Small_Distal,17.9761,4.86792,1.12166,1.55444
Thumb_Distal,18.2938,22.4115,2.78344,2.53669
Index_Middle,18.2938,14.104,5.82069,6.10986
Small_Distal,18.2938,7.20028,2.19473,3.70209
Thumb_Distal,18.6486,18.8266,2.85409,11.8386
Index_Middle,18.6486,18.2171,0.981865,6.95928
Thumb_Distal,19.0043,20.1605,1.14738,5.18879
Index_Middle,19.0043,14.5361,3.1833,1.19802
Small_Distal,19.0043,4.75537,0.918571,1.51539
Thumb_Distal,19.3268,22.7401,2.94616,2.72107
Index_Middle,19.3268,14.3704,6.04557,6.35164
Small_Distal,19.3268,7.18659,2.16751,4.11444
Thumb_Distal,19.6886,20.2638,1.41537,4.99573
Index_Middle,19.6886,14.4307,3.49781,1.67737
Small_Distal,19.6886,4.92305,0.94857,1.78749
Thumb_Distal,20.0475,19.863,1.433,5.01009
Index_Middle,20.0475,14.1762,3.38944,1.58636
Small_Distal,20.0475,4.79586,0.820802,1.68586
Thumb_Distal,20.4096,19.6388,1.50794,4.89896
Index_Middle,20.4096,13.9639,3.33264,1.50014
Small_Distal,20.4096,4.7808,0.676221,1.50025
Thumb_Distal,20.7765,19.5288,1.6196,4.81525
Index_Middle,20.7765,13.8167,3.41882,1.66272
Small_Distal,20.7765,4.80427,0.649868,1.56241
Thumb_Distal,21.108,21.1684,2.57016,3.54429
Index_Middle,21.108,13.9559,4.67537,3.93943
Small_Distal,21.108,6.1201,0.98884,2.53319
