Experiment conducted at: 2024-01-12 14:30:53
Body Name,Time,normal,tangent1,tangent2
Thumb_Proximal,7.43745,0.712817,0.190592,0.686865
Thumb_Distal,7.9077,0.96605,0.938994,0.22703
Thumb_Distal,8.3145,0.938646,0.890575,0.296534
Thumb_Distal,8.65455,15.34,5.47558,14.3294
Small_Middle,8.65455,17.6792,3.20856,14.198
Thumb_Distal,8.94345,64.1446,28.2067,28.2417
Index_Distal,8.94345,40.3283,23.1861,32.9967
Small_Distal,8.94345,18.0629,2.00436,11.4478
Thumb_Distal,9.1884,69.4111,19.5721,39.6411
Index_Middle,9.1884,21.1174,15.0667,12.8235
Index_Middle,9.1884,0,0,0
Small_Middle,9.1884,52.6367,2.57853,52.5735
Thumb_Distal,9.3813,96.8046,47.2328,40.5693
Index_Distal,9.3813,43.8947,21.067,38.5088
Small_Middle,9.3813,0,0,0
Small_Distal,9.3813,53.9707,25.9592,1.93402
Thumb_Distal,9.59955,104.591,12.4422,67.3355
Index_Distal,9.59955,14.4256,5.03061,3.42313
Index_Distal,9.59955,18.2283,5.05078,4.63665
Middle_Distal,9.59955,6.18183,0.912434,6.11412
Ring_Distal,9.59955,3.82661,0.415305,3.804
Small_Middle,9.59955,48.7297,0.243114,48.7291
Small_Distal,9.59955,4.18282,0.148267,4.18019
Small_Distal,9.59955,6.00809,0.228044,6.00376
Small_Distal,9.59955,2.68251,0.0900654,2.68099
Thumb_Distal,9.79695,138.011,46.3053,69.6197
Index_Distal,9.79695,25.2216,7.29856,19.0508
Index_Distal,9.79695,25.8483,7.25099,18.8474
Middle_Distal,9.79695,10.7448,2.87557,10.2763
Ring_Distal,9.79695,6.64721,4.59909,3.72693
Small_Middle,9.79695,28.9209,8.76143,2.88297
Small_Distal,9.79695,19.8624,7.36987,5.35204
Small_Distal,9.79695,20.2679,7.39355,5.34147
Thumb_Distal,10.008,163.761,58.4978,78.9401
Index_Distal,10.008,30.6051,8.74603,21.4091
Index_Distal,10.008,31.3613,8.69228,21.1405
Middle_Distal,10.008,12.7102,4.9333,8.14832
Ring_Distal,10.008,9.12188,6.63906,2.52291
Small_Middle,10.008,28.8558,7.56886,0.669896
Small_Distal,10.008,16.6527,7.04934,7.00911
Small_Distal,10.008,17.2571,7.11438,6.9938
Small_Distal,10.008,16.7807,7.06226,6.99644
Thumb_Distal,10.2315,181.938,86.2571,74.9734
Index_Distal,10.2315,24.5815,11.4775,19.8579
Index_Distal,10.2315,23.7722,11.4531,19.8648
Index_Distal,10.2315,24.8822,11.4079,19.7211
Middle_Distal,10.2315,15.8073,8.82727,7.77839
Ring_Distal,10.2315,11.7334,10.5571,0.992113
Small_Distal,10.2315,26.6978,10.6706,0.916754
Small_Distal,10.2315,27.1646,10.6659,0.920372
Small_Distal,10.2315,26.7923,10.6656,0.916858
Thumb_Distal,10.4146,182.091,87.7343,75.496
Index_Distal,10.4146,23.7222,10.4525,4.35974
Index_Distal,10.4146,23.4638,10.4158,4.46315
Index_Distal,10.4146,23.8225,10.3836,4.23445
Middle_Distal,10.4146,16.0458,10.3841,12.2327
Ring_Distal,10.4146,13.9839,13.636,3.09982
Small_Distal,10.4146,20.7785,8.24442,19.0729
Small_Distal,10.4146,19.2503,7.35859,17.7884
Small_Distal,10.4146,20.8664,8.28644,19.1505
