Experiment conducted at: 2024-01-12 15:00:32
Body Name,Time,normal,tangent1,tangent2
Thumb_Proximal,6.26145,1.309,0,1.309
Thumb_Distal,6.7431,2.06564,0,2.06564
Thumb_Distal,7.5174,3.79993,1.81331,0.621442
Small_Middle,7.5174,5.30862,1.67396,3.63466
Thumb_Distal,7.8867,33.2573,17.1538,14.6518
Middle_Distal,7.8867,21.8917,8.62529,13.2664
Small_Distal,7.8867,3.42454,3.42454,0
Small_Distal,7.8867,7.71858,7.69673,0.0218543
Thumb_Distal,8.16735,57.0844,5.2561,11.4123
Index_Middle,8.16735,33.4413,3.16503,2.9474
Small_Distal,8.16735,22.2954,2.16746,5.10578
Thumb_Distal,8.4129,18.2214,10.6725,7.54887
Small_Distal,8.4129,21.6929,15.9166,5.7669
Thumb_Distal,8.6619,115.344,14.161,7.51501
Index_Middle,8.6619,66.7616,4.4891,16.7883
Middle_Distal,8.6619,6.36649,2.86127,3.49735
Ring_Distal,8.6619,1.64534,1.64534,0
Ring_Distal,8.6619,1.89077,1.89077,0
Small_Distal,8.6619,39.0176,12.2443,26.7733
Thumb_Distal,8.88165,142.929,37.9674,17.976
Index_Middle,8.88165,55.3236,6.71594,0.301247
Index_Distal,8.88165,20.3356,6.53414,2.7769
Middle_Distal,8.88165,10.512,6.35796,2.18413
Ring_Distal,8.88165,2.03718,2.03718,0
Ring_Distal,8.88165,2.14126,2.14126,0
Ring_Distal,8.88165,2.07399,2.07399,0
Small_Distal,8.88165,51.1387,12.3872,15.8652
Thumb_Distal,9.0708,159.787,77.8724,41.4692
Index_Distal,9.0708,72.9002,34.6205,37.1824
Middle_Distal,9.0708,19.5565,9.25622,10.3003
Small_Distal,9.0708,66.7167,34.521,7.14417
Thumb_Distal,9.27645,193.672,67.8054,33.9736
Index_Middle,9.27645,44.2071,8.8141,2.40411
Index_Distal,9.27645,49.2173,8.68355,2.27239
Middle_Distal,9.27645,5.88464,4.84512,1.03952
Middle_Distal,9.27645,5.66876,4.73441,0.934351
Middle_Distal,9.27645,6.65638,5.23371,1.42267
Ring_Distal,9.27645,12.5461,11.8802,0.665927
Small_Distal,9.27645,70.354,24.3307,36.577
Thumb_Distal,9.48345,199.37,100.978,48.8062
Index_Distal,9.48345,85.6398,30.8883,6.82864
Middle_Distal,9.48345,7.2654,7.2654,0
Middle_Distal,9.48345,6.66817,6.66817,0
Middle_Distal,9.48345,7.91599,7.91599,0
Ring_Distal,9.48345,14.581,14.581,0
Small_Distal,9.48345,78.4616,34.8341,42.3859
Thumb_Distal,9.75765,208.563,104.698,43.7483
Index_Distal,9.75765,26.9043,11.1673,1.45042
Index_Distal,9.75765,24.9882,11.1678,1.2477
Index_Distal,9.75765,38.2098,11.1829,2.72519
Middle_Distal,9.75765,21.9986,21.9986,0
Ring_Distal,9.75765,15.1843,15.1843,0
Small_Distal,9.75765,84.5855,35.4652,49.1203
Thumb_Distal,9.999,208.642,105.682,35.3155
Index_Distal,9.999,94.613,38.8274,14.1146
Middle_Distal,9.999,21.4958,21.4958,0
Ring_Distal,9.999,11.1292,11.1292,0
Small_Distal,9.999,84.7788,35.0512,49.7276
Thumb_Distal,10.2151,214.158,107.599,31.1301
Index_Distal,10.2151,100.56,42.802,21.0274
Middle_Distal,10.2151,21.247,21.247,0
Ring_Distal,10.2151,5.16512,5.16512,0
Ring_Distal,10.2151,4.12487,4.12487,0
Small_Distal,10.2151,86.9654,34.7388,52.2266
Thumb_Distal,10.5381,17.3972,3.94179,13.4554
Index_Middle,10.5381,17.6569,1.80822,7.98754
Thumb_Distal,10.837,29.1701,1.93839,13.1672
Index_Middle,10.837,24.5919,1.61306,6.18734
Small_Distal,10.837,4.64412,2.16052,2.4836
Thumb_Distal,11.1588,18.9818,1.3548,4.16214
Index_Middle,11.1588,13.5118,1.38639,1.74815
Small_Distal,11.1588,0,0,0
Small_Distal,11.1588,5.2945,1.22876,4.06575
Small_Proximal,11.5653,1.04177,1.04177,0
Small_Proximal,12.7953,1.39767,0.673304,0.724368
Small_Proximal,13.2303,0.427437,0,0.427437
