Experiment conducted at: 2024-01-12 14:35:40
Body Name,Time,normal,tangent1,tangent2
Thumb_Distal,6.43935,0.718015,0.676448,0.0415665
Thumb_Distal,7.22415,8.74173,2.70162,3.20297
Small_Middle,7.22415,11.2285,1.93894,1.06689
Thumb_Distal,7.5864,33.599,5.85057,14.9893
Index_Middle,7.5864,11.3168,2.5473,8.76945
Small_Middle,7.5864,24.7328,10.4495,0.795046
Thumb_Distal,7.8765,50.1435,8.86281,27.9354
Index_Distal,7.8765,16.8341,9.15881,7.67532
Small_Middle,7.8765,23.3472,0.520898,20.7747
Small_Distal,7.8765,11.9309,0,11.9309
Thumb_Distal,8.1384,80.7035,27.9931,35.8625
Index_Distal,8.1384,33.2584,6.50452,26.7539
Ring_Distal,8.1384,1.4112,1.04415,0.36705
Ring_Distal,8.1384,2.22495,1.39966,0.825298
Small_Middle,8.1384,20.1709,9.27194,10.8989
Small_Distal,8.1384,25.2461,8.95103,16.2951
Thumb_Distal,8.3505,105.126,42.7796,45.3965
Index_Distal,8.3505,19.7455,9.73117,9.87274
Index_Distal,8.3505,20.3582,9.67699,9.73705
Middle_Distal,8.3505,6.7683,4.10284,2.64324
Ring_Distal,8.3505,1.45641,1.41086,0.045551
Ring_Distal,8.3505,1.38822,1.37623,0.0119955
Ring_Distal,8.3505,1.68864,1.53328,0.155359
Small_Middle,8.3505,16.7489,7.11751,6.01749
Small_Distal,8.3505,38.8537,7.03606,13.6645
Thumb_Distal,8.56995,128.519,51.593,55.6008
Index_Distal,8.56995,26.4944,10.8873,15.6071
Index_Distal,8.56995,27.3355,11.3786,15.9569
Ring_Distal,8.56995,3.52266,3.38703,0.132148
Ring_Distal,8.56995,3.99845,3.64309,0.355362
Small_Middle,8.56995,21.6838,10.0423,1.97924
Small_Distal,8.56995,47.7572,11.7154,18.69
Thumb_Distal,8.7762,160.585,75.3046,58.8201
Index_Distal,8.7762,21.3973,10.407,10.9902
Index_Distal,8.7762,20.6573,9.99676,10.6605
Index_Distal,8.7762,21.8272,10.6442,11.183
Middle_Distal,8.7762,13.6952,8.0538,1.09033
Ring_Distal,8.7762,11.4578,8.31294,0.763381
Small_Middle,8.7762,7.34537,5.96056,0.482939
Small_Distal,8.7762,32.6013,10.6981,12.5198
Small_Distal,8.7762,33.9912,10.7287,12.4089
Thumb_Distal,8.9508,186.343,90.5161,68.145
Index_Distal,8.9508,24.2697,12.0321,12.2376
Index_Distal,8.9508,23.9397,11.8533,12.0864
Index_Distal,8.9508,24.9306,12.3918,12.5389
Middle_Distal,8.9508,17.7972,10.6489,3.95851
Ring_Distal,8.9508,14.3861,9.69229,0.28821
Small_Distal,8.9508,27.76,11.388,8.3082
Small_Distal,8.9508,26.5575,11.1706,8.29284
Small_Distal,8.9508,28.7967,11.3626,8.25619
Thumb_Distal,9.1647,185.929,89.0383,69.9352
Index_Distal,9.1647,39.8757,17.8723,7.42732
Index_Distal,9.1647,40.6148,17.8567,7.19679
Ring_Distal,9.1647,16.7924,16.7924,0
Small_Distal,9.1647,91.4321,36.5468,54.8853
Thumb_Distal,9.3978,201.451,96.8588,58.828
Index_Distal,9.3978,78.1698,30.2596,4.20656
Middle_Distal,9.3978,19.7844,19.7844,0
Ring_Distal,9.3978,16.3885,16.3885,0
Small_Distal,9.3978,92.7501,30.5759,62.1742
Thumb_Distal,9.6834,31.4156,11.0504,4.2026
Index_Middle,9.6834,18.2145,3.42884,14.7857
Small_Middle,9.6834,13.8534,5.93545,4.47092
Middle_Distal,10.0243,4.15929,0,4.15929
